class	class_uri	slot	slot_uri	broad_mappings	close_mappings	exact_mappings	mappings	narrow_mappings	abstract	alias	aliases	annotation_expected_value	annotation_occurrence	annotation_preferred_unit	annotation_tooltip	any_of	comments	contributors	description	designates_type	example_values	id_prefixes	identifier	inlined	inlined_as_list	is_a	list_elements_ordered	maximum_cardinality	maximum_value	minimum_cardinality	minimum_value	mixins	multivalued	notes	pattern	range	rank	recommended	required	see_also	slot_group	string_serialization	structured_aliases	structured_pattern.syntax	title	todos
Biosample	nmdc:Biosample	int_wall_cond	MIXS:0000813								interior wall condition	enumeration	1						The physical condition of the wall at the time of sampling; photos or video preferred; use drawings to indicate location of damaged areas		damaged					core field							False			int_wall_cond_enum							JsonObj()		interior wall condition	
Biosample	nmdc:Biosample	investigation field							True	investigation_field									field describing aspect of the investigation/study to which the sample belongs																	string							JsonObj()			
Biosample	nmdc:Biosample	isotope_exposure															This is required when your experimental design includes the use of isotopically labeled compounds		List isotope exposure or addition applied to your sample.		13C glucose|18O water															string	16.0	True		MIXS:0000751	MIxS Inspired		JsonObj()		isotope exposure/addition	Can we make the H218O correctly super and subscripted?
Biosample	nmdc:Biosample	iw_bt_date_well	MIXS:0001010								injection water breakthrough date of specific well	timestamp	1						Injection water breakthrough date per well following a secondary and/or tertiary recovery		2018-05-11					core field							False			TimestampValue							JsonObj()		injection water breakthrough date of specific well	
Biosample	nmdc:Biosample	iwf	MIXS:0000455								injection water fraction	measurement value	1	percent					Proportion of the produced fluids derived from injected water at the time of sampling. (e.g. 87%)							core field							False			QuantityValue							JsonObj()		injection water fraction	
Biosample	nmdc:Biosample	last_clean	MIXS:0000814								last time swept/mopped/vacuumed	timestamp	1						The last time the floor was cleaned (swept, mopped, vacuumed)		2018-05-11:T14:30Z					core field							False			TimestampValue							JsonObj()		last time swept/mopped/vacuumed	
Biosample	nmdc:Biosample	lat_lon	MIXS:0000009								geographic location (latitude and longitude)	decimal degrees,  limit to 8 decimal points							The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system		50.586825 6.408977					environment field							False	This is currently a required field but it's not clear if this should be required for human hosts		GeolocationValue						{float} {float}	JsonObj()		geographic location (latitude and longitude)	
Biosample	nmdc:Biosample	lbc_thirty									lbc_thirty|lbc30|lime buffer capacity (at 30 minutes)	measurement value	1	ppm CaCO3/pH			This is the mass of lime, in mg, needed to raise the pH of one kg of soil by one pH unit		lime buffer capacity, determined after 30 minute incubation		543 mg/kg															QuantityValue				https://www.ornl.gov/content/bio-scales-0|https://secure.caes.uga.edu/extension/publications/files/pdf/C%20874_5.PDF			JsonObj()		lime buffer capacity (at 30 minutes)	
Biosample	nmdc:Biosample	lbceq									lbceq|lime buffer capacity (at 5-day equilibrium)	measurement value	1	ppm CaCO3/pH			This is the mass of lime, in mg, needed to raise the pH of one kg of soil by one pH unit		lime buffer capacity, determined at equilibrium after 5 day incubation		1575 mg/kg															QuantityValue				https://www.ornl.gov/content/bio-scales-0			JsonObj()		lime buffer capacity (after 5 day incubation)	
Biosample	nmdc:Biosample	light_intensity	MIXS:0000706								light intensity	measurement value	1	lux					Measurement of light intensity		0.3 lux					core field							False			QuantityValue							JsonObj()		light intensity	
Biosample	nmdc:Biosample	light_regm	MIXS:0000569								light regimen	exposure type;light intensity;light quality	1	lux; micrometer, nanometer, angstrom					Information about treatment(s) involving exposure to light, including both light intensity and quality.		incandescant light;10 lux;450 nanometer					core field							False			TextValue						{text};{float} {unit};{float} {unit}	JsonObj()		light regimen	
Biosample	nmdc:Biosample	light_type	MIXS:0000769								light type	enumeration	m						Application of light to achieve some practical or aesthetic effect. Lighting includes the use of both artificial light sources such as lamps and light fixtures, as well as natural illumination by capturing daylight. Can also include absence of light		desk lamp					core field							True			light_type_enum							JsonObj()		light type	
Biosample	nmdc:Biosample	link_addit_analys	MIXS:0000340								links to additional analysis	PMID,DOI or url	1						Link to additional analysis results performed on the sample							core field							False			TextValue						{PMID}|{DOI}|{URL}	JsonObj()		links to additional analysis	
Biosample	nmdc:Biosample	link_class_info	MIXS:0000329								link to classification information	PMID,DOI or url	1						Link to digitized soil maps or other soil classification information							core field							False			TextValue						{PMID}|{DOI}|{URL}	JsonObj()		link to classification information	
Biosample	nmdc:Biosample	link_climate_info	MIXS:0000328								link to climate information	PMID,DOI or url	1						Link to climate resource							core field							False			TextValue						{PMID}|{DOI}|{URL}	JsonObj()		link to climate information	
Biosample	nmdc:Biosample	lithology	MIXS:0000990								lithology	enumeration	1						"Hydrocarbon resource main lithology (Additional information: http://petrowiki.org/Lithology_and_rock_type_determination). If ""other"" is specified, please propose entry in ""additional info"" field"		Volcanic					core field							False			lithology_enum							JsonObj()		lithology	
Biosample	nmdc:Biosample	local_class	MIXS:0000330								soil_taxonomic/local classification	local classification name	1						Soil classification based on local soil classification system							core field							False			TextValue						{text}	JsonObj()		soil_taxonomic/local classification	
Biosample	nmdc:Biosample	local_class_meth	MIXS:0000331								soil_taxonomic/local classification method	PMID,DOI or url	1						Reference or method used in determining the local soil classification							core field							False			TextValue						{PMID}|{DOI}|{URL}	JsonObj()		soil_taxonomic/local classification method	
Biosample	nmdc:Biosample	location																																		string							JsonObj()			
Biosample	nmdc:Biosample	magnesium	MIXS:0000431								magnesium	measurement value	1	mole per liter, milligram per liter, parts per million, micromole per kilogram					Concentration of magnesium in the sample		52.8 micromole per kilogram					core field							False			QuantityValue							JsonObj()		magnesium	
Biosample	nmdc:Biosample	manganese									manganese	measurement value	1	mg/kg (ppm)					Concentration of manganese in the sample		24.7 mg/kg															QuantityValue				https://www.ornl.gov/content/bio-scales-0			JsonObj()		manganese	
Biosample	nmdc:Biosample	max_occup	MIXS:0000229								maximum occupancy	measurement value	1						The maximum amount of people allowed in the indoor environment							core field							False			QuantityValue							JsonObj()		maximum occupancy	
Biosample	nmdc:Biosample	mean_frict_vel	MIXS:0000498								mean friction velocity	measurement value	1	meter per second					Measurement of mean friction velocity		0.5 meter per second					core field							False			QuantityValue							JsonObj()		mean friction velocity	
Biosample	nmdc:Biosample	mean_peak_frict_vel	MIXS:0000502								mean peak friction velocity	measurement value	1	meter per second					Measurement of mean peak friction velocity		1 meter per second					core field							False			QuantityValue							JsonObj()		mean peak friction velocity	
Biosample	nmdc:Biosample	mech_struc	MIXS:0000815								mechanical structure	enumeration	1						mechanical structure: a moving structure		elevator					core field							False			mech_struc_enum							JsonObj()		mechanical structure	
Biosample	nmdc:Biosample	mechanical_damage	MIXS:0001052								mechanical damage	damage type;body site	m						Information about any mechanical damage exerted on the plant; can include multiple damages and sites		pruning;bark				True	core field							True			TextValue						{text};{text}	JsonObj()		mechanical damage	
Biosample	nmdc:Biosample	methane	MIXS:0000101								methane	measurement value	1	micromole per liter, parts per billion, parts per million					Methane (gas) amount or concentration at the time of sampling		1800 parts per billion					core field							False			QuantityValue							JsonObj()		methane	
Biosample	nmdc:Biosample	micro_biomass_c_meth															"required if ""microbial_biomass_c"" is provided"		Reference or method used in determining microbial biomass carbon		https://doi.org/10.1016/0038-0717(87)90052-6|https://doi.org/10.1016/0038-0717(87)90052-6 | https://www.sciencedirect.com/science/article/abs/pii/0038071787900526															string	11.0	True		MIXS:0000339	MIxS Inspired	{PMID}|{DOI}|{URL}	JsonObj()		microbial biomass carbon method	How should we separate values? | or ;? lets be consistent
Biosample	nmdc:Biosample	micro_biomass_meth	MIXS:0000339								microbial biomass method	PMID,DOI or url	1						Reference or method used in determining microbial biomass							core field							False			string						{PMID}|{DOI}|{URL}	JsonObj()		microbial biomass method	
Biosample	nmdc:Biosample	micro_biomass_n_meth															"required if ""microbial_biomass_n"" is provided"		Reference or method used in determining microbial biomass nitrogen		https://doi.org/10.1016/0038-0717(87)90052-6|https://doi.org/10.1016/0038-0717(87)90052-6 | https://www.sciencedirect.com/science/article/abs/pii/0038071787900526															string	13.0			MIXS:0000339	MIxS Inspired	{PMID}|{DOI}|{URL}	JsonObj()		microbial biomass nitrogen method	
Biosample	nmdc:Biosample	microbial_biomass	MIXS:0000650								microbial biomass	measurement value	1	ton, kilogram, gram per kilogram soil					The part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 micrometer. If you keep this, you would need to have correction factors used for conversion to the final units							core field							False			QuantityValue							JsonObj()		microbial biomass	
Biosample	nmdc:Biosample	microbial_biomass_c															If you provide this, correction factors used for conversion to the final units and method are required		The part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 micrometer.		0.05 ug C/g dry soil															string	10.0			MIXS:0000650	MIxS Inspired	{float} {unit}	JsonObj()		microbial biomass carbon	
