class	class_uri	slot	slot_uri	close_mappings	exact_mappings	mappings	abstract	alias	aliases	annotation_simple_dict_value	any_of	comments	conforms_to	deprecated	description	domain	example_values	identifier	ifabsent	in_subset	inherited	inlined	is_a	key	list_elements_ordered	multivalued	notes	range	range_expression	rank	readonly	recommended	required	see_also	singular_name	status
type_mapping		aliases	skos:altLabel		schema:alternateName				synonyms|alternate names|alternative labels|designations			not be confused with the metaslot alias.			Alternate names/labels for the element. These do not alter the semantics of the schema, but may be useful to support search and alignment.	element				BasicSubset						True		string								
type_mapping		alt_descriptions							alternate definitions						A sourced alternative description for an element	element				BasicSubset		True				True		alt_description								
type_mapping		annotations													a collection of tag/text tuples with the semantics of OWL Annotation	annotatable						True	extensions			True		annotation								
type_mapping		broad mappings	skos:broadMatch					broad_mappings							A list of terms from different schemas or terminology systems that have broader meaning.						False		mappings			True		uriorcurie								
type_mapping		categories	dcterms:subject									if you wish to use uncontrolled terms or terms that lack identifiers then use the keywords element			Controlled terms used to categorize an element.					BasicSubset						True		uriorcurie							category	
type_mapping		close mappings	skos:closeMatch					close_mappings							A list of terms from different schemas or terminology systems that have close meaning.						False		mappings			True		uriorcurie								
type_mapping		comments	skos:note		rdfs:comment										notes and comments about an element intended primarily for external consumption	element				BasicSubset						True		string								
type_mapping		contributors	dcterms:contributor												agent that contributed to the element	element				BasicSubset						True		uriorcurie								
type_mapping		created_by	pav:createdBy												agent that created the element	element				BasicSubset								uriorcurie								
type_mapping		created_on	pav:createdOn												time at which the element was created	element				BasicSubset								datetime								
type_mapping		deprecated		owl:deprecated								note that linkml does not use a boolean to indicate deprecation status - the presence of a string value in this field is sufficient to indicate deprecation.			Description of why and when this element will no longer be used	element				BasicSubset								string								
