projectGoldId	sequencingStrategy	projectStatus	studyGoldId	biosampleGoldId	ncbiBioProjectAccession	ncbiBioSampleAccession	sraExperimentIds
Gp0578338	Metagenome	incomplete	Gs0154244	Gb0297393	PRJEB42019	SAMEA7723899	ERX4811108|ERX4812958|ERX4812387|ERX4813745
Gp0619799	Targeted Gene Survey	incomplete	Gs0154244	Gb0297393	PRJEB42019	SAMEA7723899	ERX4804140|ERX4805582|ERX4806949|ERX4804924|ERX4809786|ERX4805984
Gp0578208	Metagenome	incomplete	Gs0154244	Gb0297377	PRJEB42019	SAMEA7723687	ERX4812726|ERX4811447|ERX4813480|ERX4814267
Gp0619635	Targeted Gene Survey	incomplete	Gs0154244	Gb0297377	PRJEB42019	SAMEA7723687	ERX4805365|ERX4807381|ERX4807807|ERX4803699|ERX4804348|ERX4805788|ERX4806799
Gp0577502	Metagenome	incomplete	Gs0154244	Gb0297314	PRJEB42019	SAMEA7723400	ERX4812901|ERX4811052|ERX4813688|ERX4812331
Gp0619369	Targeted Gene Survey	incomplete	Gs0154244	Gb0297314	PRJEB42019	SAMEA7723400	ERX4807942|ERX4806497|ERX4805937|ERX4804081|ERX4805526|ERX4803821|ERX4806900|ERX4803389|ERX4804875|ERX4807454
Gp0619886	Targeted Gene Survey	incomplete	Gs0154244	Gb0297436	PRJEB42019	SAMEA7724004	ERX4806210|ERX4805151|ERX4807175|ERX4807808|ERX4804349|ERX4805789
Gp0578381	Metagenome	incomplete	Gs0154244	Gb0297436	PRJEB42019	SAMEA7724004	ERX4813481|ERX4811448|ERX4812727|ERX4814268
Gp0619445	Targeted Gene Survey	incomplete	Gs0154244	Gb0297348	PRJEB42019	SAMEA7723494	ERX4805069|ERX4807546|ERX4807788|ERX4803483|ERX4807093|ERX4804261|ERX4803915|ERX4805703|ERX4806128|ERX4806589
Gp0577904	Metagenome	incomplete	Gs0154244	Gb0297348	PRJEB42019	SAMEA7723494	ERX4813274|ERX4814061
Gp0619839	Targeted Gene Survey	incomplete	Gs0154244	Gb0297417	PRJEB42019	SAMEA7723957	ERX4809806|ERX4807075|ERX4805050|ERX4806109|ERX4805679|ERX4804237
Gp0578362	Metagenome	incomplete	Gs0154244	Gb0297417	PRJEB42019	SAMEA7723957	ERX4813250|ERX4812558|ERX4814037|ERX4811279
Gp0619848	Targeted Gene Survey	incomplete	Gs0154244	Gb0297426	PRJEB42019	SAMEA7723966	ERX4804265|ERX4807789|ERX4806132|ERX4805707|ERX4805073|ERX4807097
Gp0578371	Metagenome	incomplete	Gs0154244	Gb0297426	PRJEB42019	SAMEA7723966	ERX4814065|ERX4811297|ERX4813278|ERX4812576
Gp0619443	Targeted Gene Survey	incomplete	Gs0154244	Gb0297346	PRJEB42019	SAMEA7723492	ERX4806125|ERX4806587|ERX4807787|ERX4807090|ERX4805066|ERX4803481|ERX4803913|ERX4805699|ERX4807544|ERX4804257
Gp0577888	Metagenome	incomplete	Gs0154244	Gb0297346	PRJEB42019	SAMEA7723492	ERX4812571|ERX4813270|ERX4811292|ERX4814057
Gp0619506	Targeted Gene Survey	incomplete	Gs0154244	Gb0297361	PRJEB42019	SAMEA7723555	ERX4804441|ERX4805201|ERX4807607|ERX4803976|ERX4806260|ERX4806649|ERX4805879|ERX4803544|ERX4808016|ERX4807224
Gp0578056	Metagenome	incomplete	Gs0154244	Gb0297361	PRJEB42019	SAMEA7723555	ERX4812814|ERX4811535|ERX4813590|ERX4814377
Gp0577951	Metagenome	incomplete	Gs0154244	Gb0297354	PRJEB42019	SAMEA7723539	ERX4811449|ERX4813482|ERX4812728|ERX4814269
Gp0619490	Targeted Gene Survey	incomplete	Gs0154244	Gb0297354	PRJEB42019	SAMEA7723539	ERX4805366|ERX4804350|ERX4805790|ERX4807591|ERX4803528|ERX4807382|ERX4807718|ERX4807907|ERX4803700|ERX4806800|ERX4806634|ERX4803960
Gp0619620	Targeted Gene Survey	incomplete	Gs0154244	Gb0297371	PRJEB42019	SAMEA7723672	ERX4803671|ERX4805652|ERX4809701|ERX4806771|ERX4804209|ERX4807353|ERX4805337
Gp0578157	Metagenome	incomplete	Gs0154244	Gb0297371	PRJEB42019	SAMEA7723672	ERX4811231|ERX4813206|ERX4813993|ERX4812510
Gp0619947	Targeted Gene Survey	incomplete	Gs0154244	Gb0297470	PRJEB42019	SAMEA7724065	ERX4807237|ERX4805893|ERX4807734|ERX4807923|ERX4806273|ERX4805214|ERX4804455
Gp0578415	Metagenome	incomplete	Gs0154244	Gb0297470	PRJEB42019	SAMEA7724065	ERX4811548|ERX4813604|ERX4814391|ERX4812827
Gp0577620	Metagenome	incomplete	Gs0154244	Gb0297323	PRJEB42019	SAMEA7723420	ERX4812946|ERX4811096|ERX4813733|ERX4812375
Gp0619389	Targeted Gene Survey	incomplete	Gs0154244	Gb0297323	PRJEB42019	SAMEA7723420	ERX4805571|ERX4803409|ERX4806939|ERX4804914|ERX4806517|ERX4809685|ERX4804128|ERX4807474|ERX4805974|ERX4803841
Gp0619772	Targeted Gene Survey	incomplete	Gs0154244	Gb0297381	PRJEB42019	SAMEA7723872	ERX4804079|ERX4807755|ERX4805935|ERX4805524|ERX4806898|ERX4804873
Gp0578246	Metagenome	incomplete	Gs0154244	Gb0297381	PRJEB42019	SAMEA7723872	ERX4812329|ERX4812899|ERX4811050|ERX4813686
Gp0578294	Metagenome	incomplete	Gs0154244	Gb0297386	PRJEB42019	SAMEA7723877	ERX4812907|ERX4812337|ERX4813694|ERX4811058
Gp0619777	Targeted Gene Survey	incomplete	Gs0154244	Gb0297386	PRJEB42019	SAMEA7723877	ERX4805531|ERX4804881|ERX4804087|ERX4806906|ERX4805943|ERX4809776
Gp0578399	Metagenome	incomplete	Gs0154244	Gb0297454	PRJEB42019	SAMEA7724037	ERX4811505|ERX4812784
Gp0619919	Targeted Gene Survey	incomplete	Gs0154244	Gb0297454	PRJEB42019	SAMEA7724037	ERX4808007|ERX4804403|ERX4805841
Gp0619946	Targeted Gene Survey	incomplete	Gs0154244	Gb0297469	PRJEB42019	SAMEA7724064	ERX4805892|ERX4806272|ERX4804454|ERX4807830|ERX4807236|ERX4805213
Gp0578414	Metagenome	incomplete	Gs0154244	Gb0297469	PRJEB42019	SAMEA7724064	ERX4811547|ERX4813603|ERX4814390|ERX4812826
Gp0578350	Metagenome	incomplete	Gs0154244	Gb0297405	PRJEB42019	SAMEA7723939	ERX4813999|ERX4813212
Gp0619827	Targeted Gene Survey	incomplete	Gs0154244	Gb0297405	PRJEB42019	SAMEA7723939	ERX4809800|ERX4806089|ERX4805030|ERX4807055|ERX4805658|ERX4804215
Gp0619831	Targeted Gene Survey	incomplete	Gs0154244	Gb0297409	PRJEB42019	SAMEA7723943	ERX4804221|ERX4809703|ERX4805033|ERX4806092|ERX4807058|ERX4805664
Gp0578354	Metagenome	incomplete	Gs0154244	Gb0297409	PRJEB42019	SAMEA7723943	ERX4811242|ERX4813217|ERX4814004|ERX4812521
Gp0619390	Targeted Gene Survey	incomplete	Gs0154244	Gb0297324	PRJEB42019	SAMEA7723421	ERX4805572|ERX4804130|ERX4804916|ERX4806518|ERX4803842|ERX4805976|ERX4807475|ERX4806941|ERX4807763|ERX4803410
Gp0577636	Metagenome	incomplete	Gs0154244	Gb0297324	PRJEB42019	SAMEA7723421	ERX4813735|ERX4812948|ERX4812377|ERX4811098
Gp0619012	Metagenome	incomplete	Gs0154244	Gb0315918	PRJEB42019	SAMEA7723637	ERX4813096|ERX4814496|ERX4813883
Gp0619585	Targeted Gene Survey	incomplete	Gs0154244	Gb0315918	PRJEB42019	SAMEA7723637	ERX4804574|ERX4807318|ERX4803636|ERX4806736|ERX4805302
Gp0618823	Metagenome	Permanent Draft	Gs0154244	Gb0315729	PRJEB42019	SAMEA7723860	ERX4812318|ERX4813673|ERX4811038|ERX4812886
Gp0619760	Targeted Gene Survey	incomplete	Gs0154244	Gb0315729	PRJEB42019	SAMEA7723860	ERX4804066|ERX4806891|ERX4805928|ERX4804866|ERX4807752|ERX4805511
Gp0619871	Targeted Gene Survey	incomplete	Gs0154244	Gb0315974	PRJEB42019	SAMEA7723989	ERX4806179|ERX4805120|ERX4807989|ERX4807144|ERX4804313|ERX4805753
Gp0619068	Metagenome	Permanent Draft	Gs0154244	Gb0315974	PRJEB42019	SAMEA7723989	ERX4811383|ERX4814590|ERX4812662|ERX4813402|ERX4814189
Gp0619031	Metagenome	Permanent Draft	Gs0154244	Gb0315937	PRJEB42019	SAMEA7723656	ERX4813920|ERX4813133|ERX4814533
Gp0619604	Targeted Gene Survey	incomplete	Gs0154244	Gb0315937	PRJEB42019	SAMEA7723656	ERX4805321|ERX4807337|ERX4806361|ERX4803655|ERX4804612|ERX4806755
Gp0619035	Metagenome	Permanent Draft	Gs0154244	Gb0315941	PRJEB42019	SAMEA7723660	ERX4813926|ERX4814539|ERX4813139
Gp0619608	Targeted Gene Survey	incomplete	Gs0154244	Gb0315941	PRJEB42019	SAMEA7723660	ERX4806364|ERX4804618|ERX4803659|ERX4806759|ERX4807341|ERX4805325
Gp0619780	Targeted Gene Survey	incomplete	Gs0154244	Gb0315799	PRJEB42019	SAMEA7723880	ERX4807668|ERX4807857|ERX4804095|ERX4805538
Gp0619783	Targeted Gene Survey	incomplete	Gs0154244	Gb0315793	PRJEB42019	SAMEA7723883	ERX4804100|ERX4807758|ERX4805949|ERX4806913|ERX4804888|ERX4805543
Gp0618887	Metagenome	Permanent Draft	Gs0154244	Gb0315793	PRJEB42019	SAMEA7723883	ERX4812917|ERX4813704|ERX4811068|ERX4812347
Gp0619075	Metagenome	Permanent Draft	Gs0154244	Gb0315981	PRJEB42019	SAMEA7723996	ERX4811404|ERX4814210|ERX4814611|ERX4813423|ERX4812683
Gp0619878	Targeted Gene Survey	incomplete	Gs0154244	Gb0315981	PRJEB42019	SAMEA7723996	ERX4806199|ERX4807715|ERX4805140|ERX4807904|ERX4807164|ERX4805774|ERX4804334
Gp0619039	Metagenome	Permanent Draft	Gs0154244	Gb0315945	PRJEB42019	SAMEA7723664	ERX4813933|ERX4814546|ERX4813146
Gp0619612	Targeted Gene Survey	incomplete	Gs0154244	Gb0315945	PRJEB42019	SAMEA7723664	ERX4806763|ERX4804625|ERX4805329|ERX4807345|ERX4803663
Gp0619613	Targeted Gene Survey	incomplete	Gs0154244	Gb0315946	PRJEB42019	SAMEA7723665	ERX4805330|ERX4806370|ERX4804626|ERX4803664|ERX4807346|ERX4806764
Gp0619040	Metagenome	Permanent Draft	Gs0154244	Gb0315946	PRJEB42019	SAMEA7723665	ERX4813934|ERX4814547|ERX4813147
Gp0619615	Targeted Gene Survey	incomplete	Gs0154244	Gb0315948	PRJEB42019	SAMEA7723667	ERX4805332|ERX4807348|ERX4804634|ERX4803666|ERX4806766
Gp0619042	Metagenome	Permanent Draft	Gs0154244	Gb0315948	PRJEB42019	SAMEA7723667	ERX4813942|ERX4813155|ERX4814555
Gp0618520	Metagenome	Permanent Draft	Gs0154244	Gb0315426	PRJEB42019	SAMEA7724129	ERX4812437|ERX4811158
Gp0619984	Targeted Gene Survey	incomplete	Gs0154244	Gb0315426	PRJEB42019	SAMEA7724129	ERX4806310|ERX4804524
Gp0618521	Metagenome	Permanent Draft	Gs0154244	Gb0315427	PRJEB42019	SAMEA7724130	ERX4812438|ERX4811159
Gp0619985	Targeted Gene Survey	incomplete	Gs0154244	Gb0315427	PRJEB42019	SAMEA7724130	ERX4804525
Gp0620124	Targeted Gene Survey	incomplete	Gs0154244	Gb0315601	PRJEB42019	SAMEA7724414	ERX4806661
Gp0620129	Targeted Gene Survey	incomplete	Gs0154244	Gb0315606	PRJEB42019	SAMEA7724419	ERX4806666
Gp0619707	Targeted Gene Survey	incomplete	Gs0154244	Gb0315504	PRJEB42019	SAMEA7723807	ERX4805442|ERX4807926|ERX4803997
Gp0620107	Targeted Gene Survey	incomplete	Gs0154244	Gb0315584	PRJEB42019	SAMEA7724392	ERX4805901
Gp0620153	Targeted Gene Survey	incomplete	Gs0154244	Gb0315630	PRJEB42019	SAMEA7724443	ERX4806860
Gp0618791	Metagenome	Permanent Draft	Gs0154244	Gb0315697	PRJEB42019	SAMEA7724049	ERX4811525|ERX4812804|ERX4813578|ERX4814365
Gp0619931	Targeted Gene Survey	incomplete	Gs0154244	Gb0315697	PRJEB42019	SAMEA7724049	ERX4809847|ERX4804429|ERX4806250|ERX4805191|ERX4805867|ERX4807214
Gp0619407	Targeted Gene Survey	incomplete	Gs0154244	Gb0315797	PRJEB42019	SAMEA7723454	ERX4804195|ERX4806550|ERX4806032|ERX4807507|ERX4805638|ERX4803875|ERX4807694|ERX4806998|ERX4804973|ERX4807883|ERX4803443
Gp0618891	Metagenome	Permanent Draft	Gs0154244	Gb0315797	PRJEB42019	SAMEA7723454	ERX4813835|ERX4811188|ERX4812467|ERX4813048
Gp0619678	Targeted Gene Survey	incomplete	Gs0154244	Gb0315842	PRJEB42019	SAMEA7723730	ERX4805410|ERX4807425|ERX4803744|ERX4806843
Gp0618936	Metagenome	Permanent Draft	Gs0154244	Gb0315842	PRJEB42019	SAMEA7723730	ERX4813537|ERX4814324
Gp0619704	Targeted Gene Survey	incomplete	Gs0154244	Gb0315724	PRJEB42019	SAMEA7723804	ERX4807736|ERX4805439|ERX4803994
Gp0618965	Metagenome	Permanent Draft	Gs0154244	Gb0315871	PRJEB42019	SAMEA7723513	ERX4811361|ERX4813380|ERX4814568|ERX4812640|ERX4814167
Gp0619464	Targeted Gene Survey	incomplete	Gs0154244	Gb0315871	PRJEB42019	SAMEA7723513	ERX4806158|ERX4805099|ERX4806608|ERX4803934|ERX4804291|ERX4803502|ERX4807123|ERX4807795|ERX4807565|ERX4805731
Gp0619626	Targeted Gene Survey	incomplete	Gs0154244	Gb0315682	PRJEB42019	SAMEA7723678	ERX4805343|ERX4807359|ERX4803677|ERX4806777|ERX4804686
Gp0618776	Metagenome	Permanent Draft	Gs0154244	Gb0315682	PRJEB42019	SAMEA7723678	ERX4811250|ERX4812529|ERX4813226|ERX4814013
Gp0619643	Targeted Gene Survey	incomplete	Gs0154244	Gb0315807	PRJEB42019	SAMEA7723695	ERX4803709|ERX4809833|ERX4805375|ERX4806809|ERX4805806|ERX4807391|ERX4804367
Gp0618901	Metagenome	Permanent Draft	Gs0154244	Gb0315807	PRJEB42019	SAMEA7723695	ERX4812751|ERX4813501|ERX4811472|ERX4814288
Gp0619485	Targeted Gene Survey	incomplete	Gs0154244	Gb0315892	PRJEB42019	SAMEA7723534	ERX4804331|ERX4805771|ERX4806196|ERX4807161|ERX4806629|ERX4803955|ERX4803523|ERX4807992|ERX4807586|ERX4805137
Gp0618986	Metagenome	Permanent Draft	Gs0154244	Gb0315892	PRJEB42019	SAMEA7723534	ERX4814608|ERX4812680|ERX4814207|ERX4811401|ERX4813420
Gp0619083	Metagenome	incomplete	Gs0154244	Gb0315989	PRJEB42019	SAMEA7724142	ERX4813854|ERX4813067|ERX4814467
Gp0619997	Targeted Gene Survey	incomplete	Gs0154244	Gb0315989	PRJEB42019	SAMEA7724142	ERX4806320|ERX4804544
Gp0619105	Metagenome	Permanent Draft	Gs0154244	Gb0316011	PRJEB42019	SAMEA7724164	ERX4814512|ERX4813899|ERX4813112
Gp0620019	Targeted Gene Survey	incomplete	Gs0154244	Gb0316011	PRJEB42019	SAMEA7724164	ERX4804990|ERX4806350|ERX4804590|ERX4807015|ERX4806049
Gp0619644	Targeted Gene Survey	incomplete	Gs0154244	Gb0315808	PRJEB42019	SAMEA7723696	ERX4805376|ERX4807811|ERX4805807|ERX4807392|ERX4803710|ERX4804368|ERX4806810
Gp0618902	Metagenome	Permanent Draft	Gs0154244	Gb0315808	PRJEB42019	SAMEA7723696	ERX4811473|ERX4813502|ERX4814289|ERX4812752
Gp0619126	Metagenome	Permanent Draft	Gs0154244	Gb0316032	PRJEB42019	SAMEA7724185	ERX4813937|ERX4814550|ERX4813150
Gp0620040	Targeted Gene Survey	incomplete	Gs0154244	Gb0316032	PRJEB42019	SAMEA7724185	ERX4806069|ERX4804629|ERX4805010|ERX4807035
Gp0619832	Targeted Gene Survey	incomplete	Gs0154244	Gb0316043	PRJEB42019	SAMEA7723950	ERX4804230|ERX4805672|ERX4807971
Gp0619833	Targeted Gene Survey	incomplete	Gs0154244	Gb0316044	PRJEB42019	SAMEA7723951	ERX4805673|ERX4804231|ERX4809706
Gp0619787	Targeted Gene Survey	incomplete	Gs0154244	Gb0315794	PRJEB42019	SAMEA7723887	ERX4804893|ERX4809679|ERX4806918|ERX4805548|ERX4805954|ERX4804105
Gp0618888	Metagenome	Permanent Draft	Gs0154244	Gb0315794	PRJEB42019	SAMEA7723887	ERX4812922|ERX4813709|ERX4811073|ERX4812352
Gp0618840	Metagenome	Permanent Draft	Gs0154244	Gb0315746	PRJEB42019	SAMEA7723393	ERX4812869|ERX4813656|ERX4811021|ERX4812301
Gp0619362	Targeted Gene Survey	incomplete	Gs0154244	Gb0315746	PRJEB42019	SAMEA7723393	ERX4807447|ERX4806882|ERX4805494|ERX4803382|ERX4807935|ERX4803814|ERX4804857|ERX4806490|ERX4804049|ERX4805920
Gp0619697	Targeted Gene Survey	incomplete	Gs0154244	Gb0315717	PRJEB42019	SAMEA7723797	ERX4805432|ERX4809659|ERX4803987
Gp0618851	Metagenome	Permanent Draft	Gs0154244	Gb0315757	PRJEB42019	SAMEA7723442	ERX4812429|ERX4811150|ERX4813811|ERX4813024
Gp0619402	Targeted Gene Survey	incomplete	Gs0154244	Gb0315757	PRJEB42019	SAMEA7723442	ERX4806014|ERX4806980|ERX4804165|ERX4805608|ERX4807959|ERX4804955|ERX4806538|ERX4807495|ERX4803863|ERX4803431
Gp0618540	Metagenome	Permanent Draft	Gs0154244	Gb0315446	PRJEB42019	SAMEA7723471	ERX4811262|ERX4812541|ERX4813238|ERX4814025
Gp0619424	Targeted Gene Survey	incomplete	Gs0154244	Gb0315446	PRJEB42019	SAMEA7723471	ERX4807524|ERX4803892|ERX4803460|ERX4803680|ERX4806780|ERX4807362|ERX4806406|ERX4804698|ERX4805346|ERX4806567
Gp0619804	Targeted Gene Survey	incomplete	Gs0154244	Gb0315777	PRJEB42019	SAMEA7723911	ERX4806012|ERX4804163|ERX4807958|ERX4805606|ERX4806978|ERX4804953
Gp0618871	Metagenome	Permanent Draft	Gs0154244	Gb0315777	PRJEB42019	SAMEA7723911	ERX4812427|ERX4813022|ERX4813809|ERX4811148
Gp0619723	Targeted Gene Survey	incomplete	Gs0154244	Gb0315520	PRJEB42019	SAMEA7723823	ERX4804013|ERX4805458|ERX4809664
Gp0619727	Targeted Gene Survey	incomplete	Gs0154244	Gb0315524	PRJEB42019	SAMEA7723827	ERX4807930|ERX4805462|ERX4804017
Gp0618543	Metagenome	incomplete	Gs0154244	Gb0315449	PRJEB42019	SAMEA7723545	ERX4812790|ERX4813558|ERX4811511|ERX4814345
Gp0619496	Targeted Gene Survey	incomplete	Gs0154244	Gb0315449	PRJEB42019	SAMEA7723545	ERX4808008|ERX4805178|ERX4806640|ERX4804409|ERX4805847|ERX4803966|ERX4803534|ERX4807597|ERX4807201|ERX4806237
Gp0619502	Targeted Gene Survey	incomplete	Gs0154244	Gb0315690	PRJEB42019	SAMEA7723551	ERX4803540|ERX4805188|ERX4807603|ERX4808012|ERX4807211|ERX4803972|ERX4804424|ERX4806645|ERX4805862|ERX4806247
Gp0618784	Metagenome	Permanent Draft	Gs0154244	Gb0315690	PRJEB42019	SAMEA7723551	ERX4814360|ERX4812799|ERX4813573|ERX4811520
Gp0619558	Targeted Gene Survey	incomplete	Gs0154244	Gb0315783	PRJEB42019	SAMEA7723607	ERX4805267|ERX4805552|ERX4809680|ERX4807283|ERX4804109|ERX4803601|ERX4806701
Gp0618877	Metagenome	Permanent Draft	Gs0154244	Gb0315783	PRJEB42019	SAMEA7723607	ERX4813713|ERX4812926|ERX4811077|ERX4812356
Gp0619567	Targeted Gene Survey	incomplete	Gs0154244	Gb0315900	PRJEB42019	SAMEA7723619	ERX4803618|ERX4805284|ERX4806718|ERX4804537|ERX4807300
Gp0618994	Metagenome	Permanent Draft	Gs0154244	Gb0315900	PRJEB42019	SAMEA7723619	ERX4814460|ERX4813060|ERX4813847
Gp0619528	Targeted Gene Survey	incomplete	Gs0154244	Gb0315481	PRJEB42019	SAMEA7723577	ERX4805232|ERX4807252|ERX4803566
Gp0619743	Targeted Gene Survey	incomplete	Gs0154244	Gb0315540	PRJEB42019	SAMEA7723843	ERX4804033|ERX4807650|ERX4805478
Gp0619850	Targeted Gene Survey	incomplete	Gs0154244	Gb0315654	PRJEB42019	SAMEA7723968	ERX4807106|ERX4804273|ERX4809815|ERX4806141|ERX4805082
Gp0618748	Metagenome	Permanent Draft	Gs0154244	Gb0315654	PRJEB42019	SAMEA7723968	ERX4814099|ERX4812592|ERX4811313|ERX4813312
Gp0619418	Targeted Gene Survey	incomplete	Gs0154244	Gb0315673	PRJEB42019	SAMEA7723465	ERX4806100|ERX4806561|ERX4807518|ERX4805041|ERX4807066|ERX4803886|ERX4804688|ERX4803454
Gp0618767	Metagenome	Permanent Draft	Gs0154244	Gb0315673	PRJEB42019	SAMEA7723465	ERX4812531|ERX4811252|ERX4813228|ERX4814015
Gp0619533	Targeted Gene Survey	incomplete	Gs0154244	Gb0315486	PRJEB42019	SAMEA7723582	ERX4803571|ERX4805237|ERX4807257
Gp0619543	Targeted Gene Survey	incomplete	Gs0154244	Gb0315496	PRJEB42019	SAMEA7723592	ERX4803581|ERX4807265|ERX4805247
Gp0620159	Targeted Gene Survey	incomplete	Gs0154244	Gb0315636	PRJEB42019	SAMEA7724449	ERX4806866
Gp0620059	Targeted Gene Survey	incomplete	Gs0154244	Gb0315662	PRJEB42019	SAMEA7724326	ERX4804798
Gp0618756	Metagenome	incomplete	Gs0154244	Gb0315662	PRJEB42019	SAMEA7724326	ERX4813450|ERX4814237
Gp0618948	Metagenome	Permanent Draft	Gs0154244	Gb0315854	PRJEB42019	SAMEA7724015	ERX4812766|ERX4811487
Gp0619897	Targeted Gene Survey	incomplete	Gs0154244	Gb0315854	PRJEB42019	SAMEA7724015	ERX4805817|ERX4808002|ERX4804379
Gp0619096	Metagenome	incomplete	Gs0154244	Gb0316002	PRJEB42019	SAMEA7724155	ERX4813087|ERX4813874|ERX4814487
Gp0620010	Targeted Gene Survey	incomplete	Gs0154244	Gb0316002	PRJEB42019	SAMEA7724155	ERX4806333|ERX4804564
Gp0620012	Targeted Gene Survey	incomplete	Gs0154244	Gb0316004	PRJEB42019	SAMEA7724157	ERX4804569|ERX4806336
Gp0619102	Metagenome	Permanent Draft	Gs0154244	Gb0316008	PRJEB42019	SAMEA7724161	ERX4813099|ERX4813886|ERX4814499
Gp0620016	Targeted Gene Survey	incomplete	Gs0154244	Gb0316008	PRJEB42019	SAMEA7724161	ERX4806046|ERX4807012|ERX4804987|ERX4804577
Gp0620106	Targeted Gene Survey	incomplete	Gs0154244	Gb0315583	PRJEB42019	SAMEA7724391	ERX4805900
Gp0619127	Metagenome	Permanent Draft	Gs0154244	Gb0316033	PRJEB42019	SAMEA7724186	ERX4813152|ERX4813939|ERX4814552
Gp0620041	Targeted Gene Survey	incomplete	Gs0154244	Gb0316033	PRJEB42019	SAMEA7724186	ERX4805011|ERX4806373|ERX4806070|ERX4807036|ERX4804631
Gp0618772	Metagenome	Permanent Draft	Gs0154244	Gb0315678	PRJEB42019	SAMEA7724231	ERX4813229|ERX4811253|ERX4812532|ERX4814016
Gp0620052	Targeted Gene Survey	incomplete	Gs0154244	Gb0315678	PRJEB42019	SAMEA7724231	ERX4806101|ERX4805042|ERX4804689|ERX4807067|ERX4806402
Gp0619930	Targeted Gene Survey	incomplete	Gs0154244	Gb0315696	PRJEB42019	SAMEA7724048	ERX4809846|ERX4804428|ERX4805866|ERX4805190|ERX4806249|ERX4807213
Gp0618790	Metagenome	Permanent Draft	Gs0154244	Gb0315696	PRJEB42019	SAMEA7724048	ERX4812803|ERX4814364|ERX4811524|ERX4813577
Gp0619961	Targeted Gene Survey	incomplete	Gs0154244	Gb0315544	PRJEB42019	SAMEA7724079	ERX4804470
Gp0619977	Targeted Gene Survey	incomplete	Gs0154244	Gb0315560	PRJEB42019	SAMEA7724095	ERX4804486|ERX4806285
Gp0618666	Metagenome	incomplete	Gs0154244	Gb0315572	PRJEB42019	SAMEA7724363	ERX4813638|ERX4812851
Gp0620078	Targeted Gene Survey	incomplete	Gs0154244	Gb0315572	PRJEB42019	SAMEA7724363	ERX4804841
Gp0620079	Targeted Gene Survey	incomplete	Gs0154244	Gb0315573	PRJEB42019	SAMEA7724364	ERX4804842
Gp0618667	Metagenome	incomplete	Gs0154244	Gb0315573	PRJEB42019	SAMEA7724364	ERX4813639|ERX4812852
Gp0619981	Targeted Gene Survey	incomplete	Gs0154244	Gb0315440	PRJEB42019	SAMEA7724099	ERX4806289|ERX4804490
Gp0618534	Metagenome	Permanent Draft	Gs0154244	Gb0315440	PRJEB42019	SAMEA7724099	ERX4811009|ERX4812289
Gp0619982	Targeted Gene Survey	incomplete	Gs0154244	Gb0315441	PRJEB42019	SAMEA7724100	ERX4804491|ERX4806290
Gp0618535	Metagenome	Permanent Draft	Gs0154244	Gb0315441	PRJEB42019	SAMEA7724100	ERX4812293|ERX4811013
Gp0619956	Targeted Gene Survey	incomplete	Gs0154244	Gb0315710	PRJEB42019	SAMEA7724074	ERX4804465
Gp0620146	Targeted Gene Survey	incomplete	Gs0154244	Gb0315623	PRJEB42019	SAMEA7724436	ERX4806683
Gp0620108	Targeted Gene Survey	incomplete	Gs0154244	Gb0315585	PRJEB42019	SAMEA7724393	ERX4805902
Gp0620155	Targeted Gene Survey	incomplete	Gs0154244	Gb0315632	PRJEB42019	SAMEA7724445	ERX4806862
Gp0620116	Targeted Gene Survey	incomplete	Gs0154244	Gb0315593	PRJEB42019	SAMEA7724401	ERX4805910
Gp0452563	Metagenome	Permanent Draft	Gs0154244	Gb0239937	PRJEB42019	SAMEA7724285	ERX4812613|ERX4813347|ERX4814134|ERX4811334
Gp0619297	Targeted Gene Survey	incomplete	Gs0154244	Gb0239937	PRJEB42019	SAMEA7724285	ERX4804757
Gp0619158	Targeted Gene Survey	incomplete	Gs0154244	Gb0240059	PRJEB42019	SAMEA7723447	ERX4806543|ERX4804184|ERX4803868|ERX4803613|ERX4807295|ERX4805627|ERX4806713|ERX4803436|ERX4807772|ERX4805279|ERX4807500
Gp0452685	Metagenome	Permanent Draft	Gs0154244	Gb0240059	PRJEB42019	SAMEA7723447	ERX4813824|ERX4811177|ERX4812456|ERX4813037
Gp0619221	Targeted Gene Survey	incomplete	Gs0154244	Gb0240065	PRJEB42019	SAMEA7724204	ERX4806385|ERX4804653
Gp0452691	Metagenome	Permanent Draft	Gs0154244	Gb0240065	PRJEB42019	SAMEA7724204	ERX4813174|ERX4812483|ERX4811204|ERX4813961
Gp0619147	Targeted Gene Survey	incomplete	Gs0154244	Gb0240111	PRJEB42019	SAMEA7723428	ERX4807954|ERX4804142|ERX4805584|ERX4804926|ERX4803849|ERX4803417|ERX4807482|ERX4805986|ERX4806524|ERX4806951
Gp0452737	Metagenome	Permanent Draft	Gs0154244	Gb0240111	PRJEB42019	SAMEA7723428	ERX4813747|ERX4812960|ERX4811110|ERX4812389
Gp0619173	Targeted Gene Survey	incomplete	Gs0154244	Gb0240126	PRJEB42019	SAMEA7723906	ERX4806001|ERX4807956|ERX4805592|ERX4804150|ERX4806966|ERX4804941
Gp0452752	Metagenome	Permanent Draft	Gs0154244	Gb0240126	PRJEB42019	SAMEA7723906	ERX4811123|ERX4812975|ERX4812402|ERX4813762
Gp0452736	Metagenome	incomplete	Gs0154244	Gb0240110	PRJEB42019	SAMEA7727184	ERX4813011|ERX4813798
