Number	Item	Vote	Comments	Filename
3.4	Host(s) (if applicable)	NA	No host organisms were studied	s41597-024-04013-5.tsv
3.5	Ethics	No	No statement about permits or research ethics protocols	s41597-024-04013-5.tsv
3.6	Environmental conditions & experimental treatments	Yes	Details about tides, light levels, and environmental parameters provided throughout	s41597-024-04013-5.tsv
3.7	Sample collection	Yes	Comprehensive sampling protocol described in Methods	s41597-024-04013-5.tsv
3.8	Eligibility/selection criteria	Yes	Sample inclusion criteria described in Methods	s41597-024-04013-5.tsv
3.9	Analytic sample size	Yes	Reports 128 DNA samples out of 133 time points collected	s41597-024-04013-5.tsv
4.0	Storage & preservation	Yes	Details about sample preservation in DNA/RNA Shield and liquid nitrogen provided	s41597-024-04013-5.tsv
4.1	Shipping	No	No information about sample transport provided	s41597-024-04013-5.tsv
4.2	Extraction methods	Yes	DNA extraction methods using Qiagen DNeasy PowerWater kit detailed	s41597-024-04013-5.tsv
4.3	Experiments & sample processing	Yes	Detailed processing protocols provided in Methods	s41597-024-04013-5.tsv
4.4	Library preparation	Yes	Detailed library prep protocol provided in Methods	s41597-024-04013-5.tsv
4.5	Depletion, enrichment, & multiplexing	Yes	Size fractionation and filtering described in Methods	s41597-024-04013-5.tsv
4.6	Primer selection	NA	Not applicable for metagenomic sequencing	s41597-024-04013-5.tsv
5.0	Positive controls	No	No mention of positive controls	s41597-024-04013-5.tsv
5.1	Negative controls	No	No mention of negative controls	s41597-024-04013-5.tsv
6.0	Quantification & quality assessments	Yes	DNA quantification using Quant-iT DNA Assay Kits described	s41597-024-04013-5.tsv
6.1	Contaminant mitigation & identification	Yes	BBDuk used to remove contaminants described in Technical Validation	s41597-024-04013-5.tsv
6.2	Replication	Yes	Biological replicates described for various measurements	s41597-024-04013-5.tsv
6.3	Sequencing methods	Yes	Detailed Illumina sequencing methods provided	s41597-024-04013-5.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	NA	Study only used metagenomics	s41597-024-04013-5.tsv
6.5	Contextual & linked datasets	Yes	Environmental data, nutrients, flow cytometry data provided	s41597-024-04013-5.tsv
6.6	Batch effects	No	No discussion of batch effects	s41597-024-04013-5.tsv
7.0	Bioinformatics analyses	Yes	Detailed bioinformatics methods provided in Methods	s41597-024-04013-5.tsv
7.1	Quality control	Yes	Quality control steps described in Technical Validation	s41597-024-04013-5.tsv
7.2	Normalization	Yes	Data transformations described in Methods	s41597-024-04013-5.tsv
7.3	Database information	Yes	References to IMG/M and other databases provided	s41597-024-04013-5.tsv
7.4	Statistical methods	Yes	Statistical analyses described throughout Methods	s41597-024-04013-5.tsv
7.5	Missing data	Yes	Missing data points addressed in Results	s41597-024-04013-5.tsv
7.6	Bias & confounding variables	No	No explicit discussion of potential biases	s41597-024-04013-5.tsv
7.7	Subgroup analysis	NA	No subgroup analyses performed	s41597-024-04013-5.tsv
7.8	Sensitivity analyses	No	No sensitivity analyses reported	s41597-024-04013-5.tsv
7.9	Criteria for significance	No	No explicit significance criteria provided	s41597-024-04013-5.tsv
8.0	Metadata access	Yes	Detailed data access information provided	s41597-024-04013-5.tsv
8.1	Host data access (if applicable)	NA	No host organisms were studied	s41597-024-04013-5.tsv
8.2	Raw data access	Yes	NCBI Sequence Read Archive accession provided	s41597-024-04013-5.tsv
8.3	Processed data access	Yes	Access to processed data through JGI portal described	s41597-024-04013-5.tsv
8.4	Software & source code access	Yes	GitHub repository and code availability detailed	s41597-024-04013-5.tsv
8.5	Reproducible research	Yes	Reproducibility information provided in Code availability section	s41597-024-04013-5.tsv
9.0	Descriptive data	Yes	Comprehensive environmental and sample characteristics provided	s41597-024-04013-5.tsv
10.0	Microbiome sequencing data	Yes	Detailed sequencing results provided	s41597-024-04013-5.tsv
10.1	Metabolomics, proteomics, & other omics data	NA	Study only used metagenomics	s41597-024-04013-5.tsv
10.2	Statistical analyses	Yes	Statistical results reported throughout Results	s41597-024-04013-5.tsv
10.3	Figures, tables, & captions	Yes	Clear figures with detailed captions provided	s41597-024-04013-5.tsv
11.0	Key results	Yes	Key findings summarized in Discussion	s41597-024-04013-5.tsv
11.1	Interpretation	Yes	Results interpreted in context of objectives	s41597-024-04013-5.tsv
11.2	Limitations	No	No explicit discussion of study limitations	s41597-024-04013-5.tsv
11.3	Generalizability	No	No explicit discussion of result generalizability	s41597-024-04013-5.tsv
12.0	Ongoing & future work	No	No discussion of future research directions	s41597-024-04013-5.tsv
13.0	Conclusions	Yes	Main conclusions presented in Background & Summary	s41597-024-04013-5.tsv
14.0	Acknowledgements	Yes	Detailed acknowledgements section provided	s41597-024-04013-5.tsv
14.1	Funding	Yes	Comprehensive funding information provided	s41597-024-04013-5.tsv
15.0	Conflicts of interest	Yes	Conflicts of interest statement included	s41597-024-04013-5.tsv
16.0	Supplementary data & files	Yes	Supplementary datasets described and accessible	s41597-024-04013-5.tsv
17.0	Sample & data availability	Yes	Comprehensive data availability statement provided	s41597-024-04013-5.tsv
18.0	AI usage	No	No statement about AI usage in the study	s41597-024-04013-5.tsv
1.0	Structured or unstructured abstract	Yes	Unstructured abstract present with background, methods, results, and conclusions	microorganisms-09-00357-v2.tsv
1.1	Study design	Yes	"Study design stated in abstract as ""incubation experiment"""	microorganisms-09-00357-v2.tsv
1.2	Environmental & sample information	Yes	Describes soil and maize leaf samples from agricultural field	microorganisms-09-00357-v2.tsv
1.3	Host information (if applicable)	NA	No host organisms involved in study	microorganisms-09-00357-v2.tsv
1.4	Experiments & omics methods	Yes	16S rRNA gene metabarcoding described in abstract	microorganisms-09-00357-v2.tsv
1.5	Analyses & results	Yes	Abstract describes analysis of bacterial diversity and correlation with decomposition rates	microorganisms-09-00357-v2.tsv
2.0	Background & rationale	Yes	Introduction provides background on litter decomposition and microbial roles with citations	microorganisms-09-00357-v2.tsv
2.1	Hypotheses or questions	Yes	Two hypotheses stated in introduction regarding bacterial diversity correlation and invasion	microorganisms-09-00357-v2.tsv
3.0	Study design	Yes	Detailed experimental design described in Methods section 2.2	microorganisms-09-00357-v2.tsv
3.1	Samples	Yes	Soil and maize leaf samples described in Methods section 2.1	microorganisms-09-00357-v2.tsv
3.2	Environmental context & geographic location	Yes	Location and soil characteristics provided in Methods section 2.1	microorganisms-09-00357-v2.tsv
3.3	Relevant dates	Yes	Sampling date (October 2015) provided in Methods section 2.1	microorganisms-09-00357-v2.tsv
3.4	Host(s) (if applicable)	NA	No host organisms involved in study	microorganisms-09-00357-v2.tsv
3.5	Ethics	No	No ethics statements or permit information provided	microorganisms-09-00357-v2.tsv
3.6	Environmental conditions & experimental treatments	Yes	Incubation conditions and treatments detailed in Methods section 2.2	microorganisms-09-00357-v2.tsv
3.7	Sample collection	Yes	Sampling methods described in Methods section 2.1	microorganisms-09-00357-v2.tsv
3.8	Eligibility/selection criteria	No	No explicit inclusion/exclusion criteria stated	microorganisms-09-00357-v2.tsv
3.9	Analytic sample size	Yes	Three replicates per treatment detailed in Methods	microorganisms-09-00357-v2.tsv
4.0	Storage & preservation	Yes	Storage conditions (-20°C) described in Methods	microorganisms-09-00357-v2.tsv
4.1	Shipping	No	No shipping information provided	microorganisms-09-00357-v2.tsv
4.2	Extraction methods	Yes	DNA extraction methods detailed in Methods section 2.3	microorganisms-09-00357-v2.tsv
4.3	Experiments & sample processing	Yes	Sample processing described in Methods sections 2.2-2.3	microorganisms-09-00357-v2.tsv
4.4	Library preparation	Yes	Detailed library preparation protocol in Methods section 2.3	microorganisms-09-00357-v2.tsv
4.5	Depletion, enrichment, & multiplexing	Yes	Indexing and multiplexing described in Methods section 2.3	microorganisms-09-00357-v2.tsv
4.6	Primer selection	Yes	Primer information provided in Methods section 2.3 and Table S2	microorganisms-09-00357-v2.tsv
5.0	Positive controls	No	No positive controls described	microorganisms-09-00357-v2.tsv
5.1	Negative controls	Yes	Extraction and PCR controls mentioned in Methods section 2.3	microorganisms-09-00357-v2.tsv
6.0	Quantification & quality assessments	Yes	DNA quantification and quality assessment methods described in Methods section 2.3	microorganisms-09-00357-v2.tsv
6.1	Contaminant mitigation & identification	Yes	Quality control steps described in Methods section 2.4	microorganisms-09-00357-v2.tsv
6.2	Replication	Yes	Three replicates per treatment described throughout	microorganisms-09-00357-v2.tsv
6.3	Sequencing methods	Yes	Sequencing platform and chemistry detailed in Methods section 2.3	microorganisms-09-00357-v2.tsv
6.4	Metabolomics, metaproteomics, & other omics methods	NA	No other omics methods used	microorganisms-09-00357-v2.tsv
6.5	Contextual & linked datasets	Yes	Associated data available in supplementary materials	microorganisms-09-00357-v2.tsv
6.6	Batch effects	No	No discussion of batch effects	microorganisms-09-00357-v2.tsv
7.0	Bioinformatics analyses	Yes	Detailed bioinformatics pipeline described in Methods section 2.4	microorganisms-09-00357-v2.tsv
7.1	Quality control	Yes	Quality filtering parameters described in Methods section 2.4	microorganisms-09-00357-v2.tsv
7.2	Normalization	Yes	Rarefaction to 33,899 reads described in Methods section 2.4	microorganisms-09-00357-v2.tsv
7.3	Database information	Yes	SILVA database (release 132) referenced in Methods section 2.4	microorganisms-09-00357-v2.tsv
7.4	Statistical methods	Yes	Statistical analyses detailed in Methods section 2.4	microorganisms-09-00357-v2.tsv
7.5	Missing data	No	No discussion of missing data handling	microorganisms-09-00357-v2.tsv
7.6	Bias & confounding variables	Yes	Potential biases discussed in Discussion	microorganisms-09-00357-v2.tsv
7.7	Subgroup analysis	Yes	Subgroup analyses described in Methods section 2.4	microorganisms-09-00357-v2.tsv
7.8	Sensitivity analyses	No	No sensitivity analyses reported	microorganisms-09-00357-v2.tsv
7.9	Criteria for significance	Yes	Statistical significance criteria described in Methods section 2.4	microorganisms-09-00357-v2.tsv
8.0	Metadata access	Yes	Data accessibility statement provided	microorganisms-09-00357-v2.tsv
8.1	Host data access (if applicable)	NA	No host data involved	microorganisms-09-00357-v2.tsv
8.2	Raw data access	Yes	Raw sequence data available in NCBI SRA (SRP127524)	microorganisms-09-00357-v2.tsv
8.3	Processed data access	Yes	Processed data available in supplementary materials	microorganisms-09-00357-v2.tsv
8.4	Software & source code access	Yes	Software versions and parameters provided throughout Methods	microorganisms-09-00357-v2.tsv
8.5	Reproducible research	Yes	Detailed methods enable reproducibility	microorganisms-09-00357-v2.tsv
9.0	Descriptive data	Yes	Sample characteristics described in Results	microorganisms-09-00357-v2.tsv
10.0	Microbiome sequencing data	Yes	Sequencing results reported in section 3.3	microorganisms-09-00357-v2.tsv
10.1	Metabolomics, proteomics, & other omics data	NA	No other omics data	microorganisms-09-00357-v2.tsv
10.2	Statistical analyses	Yes	Statistical results reported throughout Results	microorganisms-09-00357-v2.tsv
10.3	Figures, tables, & captions	Yes	Multiple figures and tables with detailed captions	microorganisms-09-00357-v2.tsv
11.0	Key results	Yes	Key findings summarized in Discussion	microorganisms-09-00357-v2.tsv
11.1	Interpretation	Yes	Results interpreted in context of hypotheses	microorganisms-09-00357-v2.tsv
11.2	Limitations	Yes	Study limitations discussed in Discussion	microorganisms-09-00357-v2.tsv
11.3	Generalizability	Yes	Generalizability discussed in Discussion	microorganisms-09-00357-v2.tsv
12.0	Ongoing & future work	Yes	Future research directions discussed in Discussion	microorganisms-09-00357-v2.tsv
13.0	Conclusions	Yes	Clear conclusions provided	microorganisms-09-00357-v2.tsv
14.0	Acknowledgements	Yes	Acknowledgements section present	microorganisms-09-00357-v2.tsv
14.1	Funding	Yes	Funding information provided	microorganisms-09-00357-v2.tsv
15.0	Conflicts of interest	Yes	Conflicts of interest statement included	microorganisms-09-00357-v2.tsv
16.0	Supplementary data & files	Yes	Supplementary materials referenced throughout	microorganisms-09-00357-v2.tsv
17.0	Sample & data availability	Yes	Data availability statement with accession numbers	microorganisms-09-00357-v2.tsv
18.0	AI usage	No	No mention of AI usage	microorganisms-09-00357-v2.tsv
1.0	Structured or unstructured abstract	Yes	Contains unstructured abstract with clear background, methods, and results sections, p.1	s40168-020-00889-8.tsv
1.1	Study design	Yes	Clearly describes sampling of two biocrust types and time series design in abstract and methods, p.1	s40168-020-00889-8.tsv
1.2	Environmental & sample information	Yes	Details biocrust samples from Mojave Desert with specific GPS coordinates (34.1736 N, 115.3888 W), p.1	s40168-020-00889-8.tsv
1.3	Host information (if applicable)	NA	Not applicable - study examines microbial communities directly	s40168-020-00889-8.tsv
1.4	Experiments & omics methods	Yes	Details RNA extraction, rRNA depletion and NovaSeq sequencing methods, p.1	s40168-020-00889-8.tsv
1.5	Analyses & results	Yes	Reports sequencing stats and effectiveness of rRNA depletion, p.1-2	s40168-020-00889-8.tsv
2.0	Background & rationale	Yes	Introduces importance of studying biological soil crusts and their response to wetting, p.1	s40168-020-00889-8.tsv
2.1	Hypotheses or questions	Yes	Aims to understand gene expression patterns after reactivation by water addition, p.1	s40168-020-00889-8.tsv
3.0	Study design	Yes	Details experimental setup with replicate samples and timed sampling, p.1	s40168-020-00889-8.tsv
3.1	Samples	Yes	Describes 5 cm² biocrust samples and collection procedures, p.1	s40168-020-00889-8.tsv
3.2	Environmental context & geographic location	Yes	Provides specific GPS coordinates and location in Mojave Desert, p.1	s40168-020-00889-8.tsv
3.3	Relevant dates	Yes	Indicates when samples were collected and processed, p.1	s40168-020-00889-8.tsv
