accession	Package.content	Package.display_name	Status.status	Status.when	access	id	last_update	publication_date	submission_date	owner_name	description	organism_name	taxonomy_id	taxonomy_name	elev	env_broad_scale	env_local_scale	env_package	env_medium	geo_loc_name	host_subject_id	investigation_type	project_name	sample_name	sample_type	samp_store_dur	samp_store_loc	samp_store_temp	diet	host_body_habitat	host_body_product	host_tissue_sampled	host_common_name	host	host_taxid	host_diet	host_life_stage	host_sex	cur_vegetation	ph	oxy_stat_samp	experimental_factor	soil_type	life_stage	sex	host_substrate	chem_administration	gravidity	host_age	host_last_meal	host_family_relationship	substrate	store_cond	density	diss_oxygen	fluor	host_disease	air_temp	drainage_class	cur_land_use	water_content	water_content_soil_meth	local_class	fao_class	link_climate_info	ph_meth	soil_text_measure	samp_vol_we_dna_ext	carb_nitro_ratio	slope_gradient	tot_nitro	tot_org_carb	annual_season_temp	flooding	soil_horizon	link_class_info	soil_texture_meth
SAMEA7723721	Generic.1.0	Generic	live	2020-12-19T18:06:50.630	public	17117728	2021-08-23T00:27:09.000	2020-12-17T00:00:00.000	2020-12-18T18:08:22.673	EBI	C.matthwesi: 1tube of bacterial pellet called COS2bac and 10 tubes of tissue called COS2.1 to COS2.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	C.matthewsi_rep2	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s043	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Coscinoderma mathewsi	1162777		adult					none, natural samples															healthy																				
SAMEA7723722	Generic.1.0	Generic	live	2020-12-19T18:06:50.723	public	17117729	2021-08-23T00:27:09.000	2020-12-17T00:00:00.000	2020-12-18T18:08:23.033	EBI	C.matthwesi: 1tube of bacterial pellet called COS3bac and 10 tubes of tissue called COS3.1 to COS3.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	C.matthewsi_rep3	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s044	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Coscinoderma mathewsi	1162777		adult					none, natural samples															healthy																				
SAMEA7723723	Generic.1.0	Generic	live	2020-12-19T18:06:51.100	public	17117730	2021-08-23T00:27:09.000	2020-12-17T00:00:00.000	2020-12-18T18:08:23.393	EBI	I.ramose: 1tube of bacterial pellet called IRC1bac and 10 tubes of tissue called IRC1.1 to IRC1.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	I.ramose_rep1	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s046	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Ircinia ramose	281041		adult					none, natural samples															healthy																				
SAMEA7723724	Generic.1.0	Generic	live	2020-12-19T18:06:51.460	public	17117731	2021-08-23T00:27:09.000	2020-12-17T00:00:00.000	2020-12-18T18:08:23.753	EBI	I.ramose: 1tube of bacterial pellet called IRC2bac and 10 tubes of tissue called IRC2.1 to IRC2.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	I.ramose_rep2	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s047	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Ircinia ramose	281041		adult					none, natural samples															healthy																				
SAMEA7723725	Generic.1.0	Generic	live	2020-12-19T18:06:51.820	public	17117732	2021-08-23T00:27:09.000	2020-12-17T00:00:00.000	2020-12-18T18:08:24.113	EBI	I.ramose: 1tube of bacterial pellet called IRC3bac and 10 tubes of tissue called IRC3.1 to IRC3.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	I.ramose_rep3	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s048	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Ircinia ramose	281041		adult					none, natural samples															healthy																				
SAMEA7723726	Generic.1.0	Generic	live	2020-12-19T18:06:52.177	public	17117733	2021-08-23T00:27:09.000	2020-12-17T00:00:00.000	2020-12-18T18:08:24.456	EBI	I.ramose: 1tube of bacterial pellet called IRC4bac and 10 tubes of tissue called IRC4.1 to IRC4.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	I.ramose_rep4	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s049	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Ircinia ramose	281041		adult					none, natural samples															healthy																				
SAMEA7723727	Generic.1.0	Generic	live	2020-12-19T18:06:52.537	public	17117734	2021-08-23T00:27:09.000	2020-12-17T00:00:00.000	2020-12-18T18:08:24.800	EBI	P.heteropahis: 1tube of bacterial pellet called PER1bac and 10 tubes of tissue called PER1.1 to PER1.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	P.heteroaphis_rep1	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s050	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Pericharax heteroaphis	197030		adult					none, natural samples															healthy																				
SAMEA7723728	Generic.1.0	Generic	live	2020-12-19T18:06:52.910	public	17117735	2021-08-23T00:27:09.000	2020-12-17T00:00:00.000	2020-12-18T18:08:25.143	EBI	P.heteropahis: 1tube of bacterial pellet called PER2bac and 10 tubes of tissue called PER2.1 to PER2.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	P.heteroaphis_rep2	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s051	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Pericharax heteroaphis	197030		adult					none, natural samples															healthy																				
SAMEA7723729	Generic.1.0	Generic	live	2020-12-19T18:06:53.287	public	17117736	2021-08-23T00:27:09.000	2020-12-17T00:00:00.000	2020-12-18T18:08:25.486	EBI	P.heteropahis: 1tube of bacterial pellet called PER3bac and 10 tubes of tissue called PER3.1 to PER3.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	P.heteroaphis_rep3	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s052	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Pericharax heteroaphis	197030		adult					none, natural samples															healthy																				
SAMEA7723730	Generic.1.0	Generic	live	2020-12-19T18:06:53.397	public	17117737	2021-08-23T00:27:09.000	2020-12-17T00:00:00.000	2020-12-18T18:08:25.830	EBI	P.heteropahis: 1tube of bacterial pellet called PER4bac and 10 tubes of tissue called PER4.1 to PER4.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	P.heteroaphis_rep4	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s053	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Pericharax heteroaphis	197030		adult					none, natural samples															healthy																				
SAMEA7723731	Generic.1.0	Generic	live	2020-12-19T18:06:53.757	public	17117738	2021-08-23T00:27:09.000	2020-12-17T00:00:00.000	2020-12-18T18:08:26.190	EBI	S.flabelliformis: 1tube of bacterial pellet called STY1bac and 10 tubes of tissue called STY1.1 to STY1.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	S.flabelliformis_rep1	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s054	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Stylissa flabelliformis	237128		adult					none, natural samples															healthy																				
SAMEA7723732	Generic.1.0	Generic	live	2020-12-19T18:06:53.867	public	17117739	2021-08-23T00:27:09.000	2020-12-17T00:00:00.000	2020-12-18T18:08:26.283	EBI	S.flabelliformis: 1tube of bacterial pellet called STY2bac and 10 tubes of tissue called STY2.1 to STY2.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	S.flabelliformis_rep2	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s055	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Stylissa flabelliformis	237128		adult					none, natural samples															healthy																				
SAMEA7723733	Generic.1.0	Generic	live	2020-12-19T18:06:54.223	public	17117740	2021-08-23T00:27:07.000	2020-12-17T00:00:00.000	2020-12-18T18:08:26.630	EBI	S.flabelliformis: 1tube of bacterial pellet called STY3bac and 10 tubes of tissue called STY3.1 to STY3.10	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	S.flabelliformis_rep3	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s056	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Stylissa flabelliformis	237128		adult					none, natural samples															healthy																				
SAMEA7723734	Generic.1.0	Generic	live	2020-12-19T18:06:54.583	public	17117741	2021-08-23T00:27:14.000	2020-12-17T00:00:00.000	2020-12-18T18:08:26.956	EBI	S.flabelliformis: 1tube of bacterial pellet called STY4bac and 10 tubes of tissue called STY4.1 to STY4.6	sponge metagenome	1163772	sponge metagenome	0	marine coral reef biome	marine benthic feature	host-associated	organic material	Australia:Queensland,Great Barrier Reef,Davies Reef	S.flabelliformis_rep4	metagenome	EMP sponge microbiome deep sequencing	qiita_sid_13114:13114.thomas.18.s057	sponge tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism		Stylissa flabelliformis	237128		adult					none, natural samples															healthy																				
SAMEA7723735	Generic.1.0	Generic	live	2020-12-19T18:06:54.943	public	17117742	2021-08-23T00:27:15.000	2020-12-17T00:00:00.000	2020-12-18T18:08:27.316	EBI	Central Appalachian	coal metagenome	1260732	coal metagenome	237.4	dense settlement biome	mine	misc environment	rock	USA: State of West Virginia	DOE.coal.AP1.231	metagenome	DOE coal	qiita_sid_13114:13114.tucker.58.s001	coal																																																				
SAMEA7723736	Generic.1.0	Generic	live	2020-12-19T18:06:55.053	public	17117743	2021-08-23T00:27:14.000	2020-12-17T00:00:00.000	2020-12-18T18:08:27.410	EBI	Central Appalachian	coal metagenome	1260732	coal metagenome	237.4	dense settlement biome	mine	misc environment	rock	USA: State of West Virginia	DOE.coal.AP2.272	metagenome	DOE coal	qiita_sid_13114:13114.tucker.58.s003	coal																																																				
SAMEA7723737	Generic.1.0	Generic	live	2020-12-19T18:06:55.413	public	17117744	2021-08-23T00:27:15.000	2020-12-17T00:00:00.000	2020-12-18T18:08:27.486	EBI	Central Appalachian	coal metagenome	1260732	coal metagenome	237.4	dense settlement biome	mine	misc environment	rock	USA: State of West Virginia	DOE.coal.AP2.277	metagenome	DOE coal	qiita_sid_13114:13114.tucker.58.s004	coal																																																				
SAMEA7723738	Generic.1.0	Generic	live	2020-12-19T18:06:55.770	public	17117745	2021-08-23T00:27:15.000	2020-12-17T00:00:00.000	2020-12-18T18:08:27.846	EBI	PRB	coal metagenome	1260732	coal metagenome	952	dense settlement biome	mine	misc environment	rock	USA: State of Illinois	DOE.coal.MSU. Flowers.Goodale.359	metagenome	DOE coal	qiita_sid_13114:13114.tucker.58.s005	coal																																																				
SAMEA7723739	Generic.1.0	Generic	live	2020-12-19T18:06:56.130	public	17117746	2021-08-23T00:27:14.000	2020-12-17T00:00:00.000	2020-12-18T18:08:28.206	EBI	PRB	coal metagenome	1260732	coal metagenome	952	dense settlement biome	mine	misc environment	rock	USA: State of Illinois	DOE.coal.MSU.Knoblock	metagenome	DOE coal	qiita_sid_13114:13114.tucker.58.s007	coal																																																				
SAMEA7723740	Generic.1.0	Generic	live	2020-12-19T18:06:56.240	public	17117747	2021-08-23T00:27:14.000	2020-12-17T00:00:00.000	2020-12-18T18:08:28.566	EBI	lichen thallus	lichen metagenome	1653169	lichen metagenome	275	subpolar coniferous forest biome	bog	plant-associated	soil	USA: State of Michigan	111670	metagenome	Lichen microbiomes	qiita_sid_13114:13114.uren.82.s003	lichen																																																				
SAMEA7723741	Generic.1.0	Generic	live	2020-12-19T18:06:56.600	public	17117748	2021-08-23T00:27:14.000	2020-12-17T00:00:00.000	2020-12-18T18:08:28.643	EBI	lichen thallus	lichen metagenome	1653169	lichen metagenome	275	subpolar coniferous forest biome	cliff	plant-associated	rock	USA: State of Michigan	161685	metagenome	Lichen microbiomes	qiita_sid_13114:13114.uren.82.s012	lichen																																																				
SAMEA7723742	Generic.1.0	Generic	live	2020-12-19T18:06:56.913	public	17117749	2021-08-23T00:27:15.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.003	EBI	Coral Tissue from Pocillopora damicornis sampled from site Bills Bay,Ningaloo,Australia as sample E7.10.Poc.dami.1.20150621.T of the Global Coral Microbiome Project.	coral metagenome	496922	coral metagenome	0	marine reef biome	coral reef	host-associated	organic material	Australia	E7.10.Poc.dami.1.20150621.T	metagenome	Co-evolution of scleractinian corals and their microbial symbionts	qiita_sid_13114:13114.zaneveld.9.s001	coral tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism			46731							not provided										dead_coral																									
SAMEA7723743	Generic.1.0	Generic	live	2020-12-19T18:06:57.210	public	17117750	2021-08-23T00:27:14.000	2020-12-17T00:00:00.000	2020-12-18T18:08:29.080	EBI	Coral Tissue from Pocillopora damicornis sampled from site Isla Saboga,Las Perlas,Panama as sample E11.10.Poc.dami.3.20150502.T of the Global Coral Microbiome Project.	coral metagenome	496922	coral metagenome	0	marine reef biome	coral reef	host-associated	organic material	Panama	E11.10.Poc.dami.3.20150502.T	metagenome	Co-evolution of scleractinian corals and their microbial symbionts	qiita_sid_13114:13114.zaneveld.9.s012	coral tissue					UBERON:multicellular organism	UBERON:multicellular organism	UBERON:multicellular organism			46731							not provided										____rock, rubble____																									
SAMEA7723792	Generic.1.0	Generic	live	2020-12-19T16:05:52.090	public	17116374	2021-08-23T00:27:15.000	2020-12-17T00:00:00.000	2020-12-18T16:06:37.576	EBI	subsurface oil from Biota	oil field metagenome	1768876	oil field metagenome	1033.4	desert biome	oil reservior	misc environment	petroleum	USA: State of New Mexico,City of Artesia			B2014.1/B2016.1	qiita_sid_13114:13114.Kshtrika1.misc.103	oil																																																				
SAMEA7723793	Generic.1.0	Generic	live	2020-12-19T16:05:52.137	public	17116375	2021-08-23T00:27:15.000	2020-12-17T00:00:00.000	2020-12-18T16:06:37.746	EBI	subsurface oil from Biota	oil field metagenome	1768876	oil field metagenome	1033.4	desert biome	oil reservior	misc environment	petroleum	USA: State of New Mexico,City of Artesia			B2014.1/B2016.1	qiita_sid_13114:13114.Kshtrika1.misc.1977	oil																																																				
SAMEA7723794	Generic.1.0	Generic	live	2020-12-19T16:05:52.183	public	17116376	2021-08-23T00:27:15.000	2020-12-17T00:00:00.000	2020-12-18T16:06:37.826	EBI	subsurface oil from Biota	oil field metagenome	1768876	oil field metagenome	1033.4	desert biome	oil reservior	misc environment	petroleum	USA: State of New Mexico,City of Artesia			B2014.1/B2016.1	qiita_sid_13114:13114.Kshtrika1.misc.1981	oil																																																				
SAMEA7723795	Generic.1.0	Generic	live	2020-12-19T16:05:52.247	public	17116377	2021-08-23T00:27:15.000	2020-12-17T00:00:00.000	2020-12-18T16:06:37.936	EBI	subsurface oil from Biota	oil field metagenome	1768876	oil field metagenome	845.9	desert biome	oil reservior	misc environment	petroleum	USA: State of Texas,City of Midland			B2014.1/B2016.1	qiita_sid_13114:13114.Kshtrika1.misc.2026	oil																																																				
